Award Date,Transaction,Award ID,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount ($),Award Type,Awarding Agency,Awarding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
2014-03-31,3A6AA5ED-7B00-BFFE-89B7-9E861E87234B,R01GM101314,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,28957.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-03-31,2A6A4399-75C4-8C58-83EC-B3750E7DF7B6,R25GM095401,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,240162.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-03-31,37A3F1CC-D42D-B6A0-369E-7E39E844191C,G12AC20085,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,85000.0,Grants,Department of the Interior ,Geological Survey,15.808,U.S. Geological Survey_ Research and Data Collection,2014,Prime
2014-03-31,D5442795-0F2E-990B-9964-9DB4E612286D,DEFG0208ER15975,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,1007.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-03-31,B09F05AD-EEFE-A580-A562-A30ED0C23A20,R01ES017080,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,580216.0,Grants,Department of Health and Human Services,National Institutes of Health,93.113,Environmental Health,2014,Prime
2014-03-31,8287FD90-264C-6910-BB40-79903B46BBF6,DESC0007959,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,255000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-03-31,2DA0EC92-7897-CF77-5BE6-D46718C248CC,R01EB011552,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,561911.0,Grants,Department of Health and Human Services,National Institutes of Health,93.286,Discovery and Applied Research for Technological Innovations to Improve Human Health,2014,Prime
2014-03-31,396EB4A3-5E82-0D90-4B85-92140FF9E190,R01MH097990,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,350252.0,Grants,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Prime
2014-03-31,543AC519-95E6-E361-7241-A7BBBD58A009,NNX13AJ21G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,453525.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-03-31,E6829887-5606-75B5-D933-9E3DD7AACE01,U19AI057229,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,2827088.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-03-31,10C41A61-E93F-DFD4-C89E-CC0CF34CB96F,N000141410024,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,46470.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-03-31,67705163-F282-0C2F-C4B8-514E8A1A9304,DENA0000979,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,09,USA,2500000.0,Grants,Department of Energy,Department of Energy,81.113,Defense Nuclear Nonproliferation Research,2014,Prime
2014-03-31,37F8286D-ED39-4BD1-3189-6C79F63198DD,DEFG0203ER63592,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,50.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-03-31,6E71718B-5603-7B50-4C7E-A4E24F8C52EB,R01EY024243,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,409738.0,Grants,Department of Health and Human Services,National Institutes of Health,93.867,Vision Research,2014,Prime
2014-03-31,A7AF7805-A9A6-73FF-4C2D-1523BE283E04,DESC0007959,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,255000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-03-31,88BDEFCD-D358-D3E3-08C9-F743DD1505BB,R01CA086017,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,381066.0,Grants,Department of Health and Human Services,National Institutes of Health,93.396,Cancer Biology Research,2014,Prime
2014-03-31,7B96ED32-1A7E-F5B6-7905-BA3DB264B31E,DESC0007911,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,147000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-03-31,65089FD5-0285-47F8-0B75-054F572C40EC,K24MH101260,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,178650.0,Grants,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Prime
2014-04-01,B809C8EE-D77A-5630-A84E-A43C62CEAB7D,R01GM040282,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,281057.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-01,9D89BDDA-8237-220B-D738-57039B93CFBA,DESC0006783,9214214,Stanford University,STANFORD,CA,18,USA,CA,27,USA,330000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-04-01,47BDC920-D045-A403-4BB8-8060D0F9E309,R03AI108376,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,78500.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-01,E2DEEECA-E6D0-D6AE-7B3B-9DEBBCEBD502,FG52-10NA29789,9214214,Stanford University,STANFORD,CA,14,USA,CA,14,USA,30000.0,Grants,Department of Energy,Department of Energy,81.113,Defense Nuclear Nonproliferation Research,2014,Prime
2014-04-01,2A16B2A6-F0DE-1D5A-32BE-15A8FCD7C1A0,1217635,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,6000.0,Grants,National Science Foundation,National Science Foundation,47.07,Computer and Information Science and Engineering,2014,Prime
2014-04-01,59C195A0-A73F-520E-8FA3-21549113F69D,DEFG5210NA29789,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,30000.0,Grants,Department of Energy,Department of Energy,81.113,Defense Nuclear Nonproliferation Research,2014,Prime
2014-04-01,619B00BC-F5EF-FB89-B6FE-98A37A005A67,U01AI067068,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,690683.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-01,57FC9ECD-89FC-04A8-8721-6AF0CD5AA533,DESC0006783,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,330000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2014-04-01,5ACE80E1-8E7B-A7BB-19C4-B1C552637829,1201417,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,71097.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-01,8E9C108A-D81D-E2E7-C716-8AE617DC4500,R01ES020360,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,801963.0,Grants,Department of Health and Human Services,National Institutes of Health,93.113,Environmental Health,2014,Prime
2014-04-01,3E15460F-F889-5BA6-D082-DF06FF73AFAF,K24AR062068,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,155348.0,Grants,Department of Health and Human Services,National Institutes of Health,93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",2014,Prime
2014-04-01,B31F7C9F-00BC-4AE2-9F32-3CAFC8C1B75A,560102,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,192700.0,Sub-Grant,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Sub
2014-04-01,A40712FE-0D26-9737-D012-DB8493C73EF4,F32GM108383,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,53282.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,37FC94F3-DBDE-5D82-6059-1F1F1F44319F,R21AI109270,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,195625.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-02,94905EAD-4F6E-642D-0158-6D42C44BFFEB,R01GM097171,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,29830.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,8CDE4183-1452-1AB1-9C64-DCE675E2AA79,R01GM036659,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,55256.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,EAE7B908-7425-417C-4722-87DE6B819074,R01GM097352,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,39617.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,EAE6E320-9C0D-0173-92AD-2C5260EC6B45,R01GM074245,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,38934.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,43B24903-250A-FCD7-A38F-1E421FDD4135,FA95500910598,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,190000.0,Grants,Department of Defense,Department of Defense,12.8,Air Force Defense Research Sciences Program,2014,Prime
2014-04-02,A6D32F87-E546-E01D-3896-93DE13279B23,R01GM104385,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,35059.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,9833A309-6F43-FB9D-D75F-7C8CCFEB3A91,R01CA111691,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,293949.0,Grants,Department of Health and Human Services,National Institutes of Health,93.39299999999999,Cancer Cause and Prevention Research,2014,Prime
2014-04-02,35F2CAEF-88A1-36C7-2C6A-8F6935052DB4,NNX14AF08G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,53837.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-02,A80974E6-D48E-3BBE-B81B-DD9CC81676D3,R01AI021144,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,60990.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-02,0E2323C3-FC3D-3DCB-2696-3CAC307BA10C,R01GM080501,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,314705.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-02,BA3FE9FB-4673-B677-6868-48AD62C844C8,R01CA125453,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,264953.0,Grants,Department of Health and Human Services,National Institutes of Health,93.39299999999999,Cancer Cause and Prevention Research,2014,Prime
2014-04-02,4212704E-1FFB-D8AD-F24D-FD3BFD963DF9,W911NF1110088,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,62307.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2014-04-03,69F59B48-A994-241F-A943-518CF6FD8B4C,1301661,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,124801.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-03,2C6C8E4B-E54B-9996-ED6B-0EFCFC516862,R01CA151748,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,473177.0,Grants,Department of Health and Human Services,National Institutes of Health,93.396,Cancer Biology Research,2014,Prime
2014-04-03,0650854D-B328-CA7D-107A-F2E16518AA49,R21ES022153,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,22425.0,Grants,Department of Health and Human Services,National Institutes of Health,93.113,Environmental Health,2014,Prime
2014-04-03,1EA87F46-B5C8-AE04-1812-0A32E538B4F6,R01NS078396,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,340004.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2014-04-03,016D5AD7-D2E4-EC48-188C-8D51BE38CD59,R21EB015628,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,187028.0,Grants,Department of Health and Human Services,National Institutes of Health,93.286,Discovery and Applied Research for Technological Innovations to Improve Human Health,2014,Prime
2014-04-03,927AA957-D69F-581D-5E20-2E8F479733EC,DEEE0006515,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,01,USA,618155.0,Grants,Department of Energy,Department of Energy,81.087,Renewable Energy Research and Development,2014,Prime
2014-04-03,3B4B2A86-4DE6-DF68-A804-F37B16D57365,0954714,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,212180.0,Grants,National Science Foundation,National Science Foundation,47.074,Biological Sciences,2014,Prime
2014-04-03,559E1D4F-CD75-42B3-F36F-3F07FBA80240,R21EB017611,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,222747.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2014-04-03,29852569-0D50-CDD7-F8E5-365F9FF78E29,T32DK098132,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,157232.0,Grants,Department of Health and Human Services,National Institutes of Health,93.84700000000001,"Diabetes, Digestive, and Kidney Diseases Extramural Research",2014,Prime
2014-04-03,FEF672A7-2FA2-093F-45F3-78B9E7695173,N000141210609,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,115000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-03,DBCBECA9-3E62-9C3F-ECA6-40EB0A810A56,H982301410014,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,89997.0,Grants,Department of Defense,Department of Defense,12.9,Language Grant Program,2014,Prime
2014-04-03,E0B69DB8-4944-C4E4-9F8B-69415B73234E,NNX13AG56G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,118000.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-03,5B80720D-848D-D816-75EE-E1632CB61938,HR00111010058,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,150000.0,Grants,Department of Defense,Department of Defense,12.91,Research and Technology Development,2014,Prime
2014-04-04,0F74EACB-1F41-0120-E8D0-D6A646AC48B9,K23AI091688,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,133191.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-04,44503ADB-453B-B487-1673-718A28C20798,N000141210413,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,100000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-04,F97379B5-791C-DFF6-B2A4-2DEE60065B04,U54DE023789,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,500450.0,Grants,Department of Health and Human Services,National Institutes of Health,93.31,Trans-NIH Research Support,2014,Prime
2014-04-04,04564309-CEE7-EB59-26FE-6F5F6F9D43D1,R01CA184384,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,569601.0,Grants,Department of Health and Human Services,National Institutes of Health,93.39399999999999,Cancer Detection and Diagnosis Research,2014,Prime
2014-04-04,E5E07401-EC3E-D77B-C453-8918609034FC,1359472,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,250623.0,Grants,National Science Foundation,National Science Foundation,47.074,Biological Sciences,2014,Prime
2014-04-04,3F25AF24-58D1-CD59-3179-BE62913A2155,N000141210413,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,200000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-04,C35B82FF-3814-489F-73F8-B5257BBA1F75,R01EY022208,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,367861.0,Grants,Department of Health and Human Services,National Institutes of Health,93.867,Vision Research,2014,Prime
2014-04-04,C32DFA8D-84CB-D6B0-677F-52A7D6FDE682,R01GM030179,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,41641.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2014-04-04,EABB592E-7EC6-6154-88C8-C26DCAE9365A,HR00111120021,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,746149.0,Grants,Department of Defense,Department of Defense,12.91,Research and Technology Development,2014,Prime
2014-04-04,BDE306B2-85E7-E45D-300A-926F74ECDCE7,FA87501420006,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,327361.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-05,CA7DA8FB-A457-D3FD-6D0B-3D37607480A9,1354029,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,635130.0,Grants,National Science Foundation,National Science Foundation,47.075,"Social, Behavioral, and Economic Sciences",2014,Prime
2014-04-07,4F7A6945-384A-C634-788A-5CF5F0B9B65C,NNX08AK56G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,15962.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-07,EDA4B57A-2EAD-DA68-5677-AC73360C969E,F32EB015255,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,32027.0,Grants,Department of Health and Human Services,National Institutes of Health,93.286,Discovery and Applied Research for Technological Innovations to Improve Human Health,2014,Prime
2014-04-07,C54EF6C6-0833-F7D0-FB01-302F0A1C379D,1207654,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,89000.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-07,F5C5DF07-1FC2-EDBE-D51D-BD608C4B0B64,FA95501310136,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,240782.0,Grants,Department of Defense,Department of Defense,12.8,Air Force Defense Research Sciences Program,2014,Prime
2014-04-07,5C3CAED2-3CCB-7910-C4CA-603744C5F4BA,FA95501210002,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,1000000.0,Grants,Department of Defense,Department of Defense,12.8,Air Force Defense Research Sciences Program,2014,Prime
2014-04-07,2E677EE3-14FF-DFA1-168D-2F51B86B005F,R01AG009521,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,481163.0,Grants,Department of Health and Human Services,National Institutes of Health,93.866,Aging Research,2014,Prime
2014-04-07,FEDDCD4E-1598-854B-2269-0362F65CD525,R01AI068581,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,787117.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-07,6A2166E9-90D7-630A-2DAD-756B424FDC0F,W911NF0720027,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,1504000.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2014-04-07,BE2A14C1-3A6D-D70F-ED1B-AABECA9F6C7A,1101901,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,108313.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-07,5E202D33-DB83-0F27-11DB-DCC986101CF5,R01HL117736,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,777761.0,Grants,Department of Health and Human Services,National Institutes of Health,93.837,Cardiovascular Diseases Research,2014,Prime
2014-04-07,81325969-7173-F8E5-1AC6-F813677F3834,U19AI057229,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,56479.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-08,D31E4D3C-979D-5878-A46C-05D0D09F67E2,N000141310421,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,272390.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-08,AF4F2989-D58E-566B-50A3-EA27F28A3C06,NNX10AF42G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,66941.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-08,14AC7468-DE46-1B64-DB0F-4FD2AC0EC98B,N000141410332,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,50000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-08,07C2F49A-BB89-AEAD-568B-576E8A5EFFBB,NNX12AE77G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,106573.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-08,D232B8D6-0057-ACA7-CF9B-C6EF5EE787D0,F31NS078813,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,34806.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2014-04-08,1C39037A-5F0A-DAC9-EAB1-2DD702646C0A,FA95501210056,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,162563.0,Grants,Department of Defense,Department of Defense,12.8,Air Force Defense Research Sciences Program,2014,Prime
2014-04-08,99FF7BEB-7543-CD6D-AC43-95BEC2485DE9,FA87501220335,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,120333.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-08,DC477386-3697-EBC4-77B5-D819A3B9261D,R25OD010452,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,211610.0,Grants,Department of Health and Human Services,National Institutes of Health,93.351,Research Infrastructure Programs,2014,Prime
2014-04-08,068733CC-B663-14E2-71AD-0935F7B5686B,W911NF1410078,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,680269.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2014-04-08,CA261AA5-3BA6-EA09-C592-9099EC707992,R01CA161091,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,316592.0,Grants,Department of Health and Human Services,National Institutes of Health,93.39399999999999,Cancer Detection and Diagnosis Research,2014,Prime
2014-04-08,F8479D35-90C9-04F9-93FB-5F2666184B86,1403368,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,50000.0,Grants,National Science Foundation,National Science Foundation,47.041000000000004,Engineering Grants,2014,Prime
2014-04-08,67EF3DA8-70D4-6BC8-3DEA-C68B937D1576,FA87501220331,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,110667.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-09,DBCB12F1-D838-47E5-86DF-788BBA45BC84,WU-12-284-MOD-2,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,202081.0,Others,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Sub
2014-04-09,970861CB-AB13-337B-E6CC-DC6C4613EADE,NNX14AF29G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,100000.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-09,115A4070-6B0F-405E-9F11-2F29DEB6837B,WU-12-284-MOD-2,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,202081.0,Others,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Sub
2014-04-09,EACF13BE-26BE-A6BA-6DCF-7A35555429EE,NNX08AJ38G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,10.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-09,C544661E-C8C1-759F-A642-9FF3BB2A9101,1147470,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,14270668.0,Grants,National Science Foundation,National Science Foundation,47.076,Education and Human Resources,2014,Prime
2014-04-09,3720FAD5-6AAD-AC03-8399-D08BA3B6F7F1,FA87501220343,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,56000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2014-04-09,46EF2246-8E73-97AB-1C8C-534508F415B9,NNX14AG38H,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,34334.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001999999999995,Aeronautics,2014,Prime
2014-04-09,E7468E31-319F-C493-09C9-097A9A2BD6D4,NNX14AG77G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,23000.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-09,5B54D451-7EBB-8BDB-E1A2-5680B0BC2D7B,U19AI109662,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,5305044.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2014-04-09,F55E5169-EBF7-CE0D-8D2C-063B43D43B7E,U41HG001315,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,2699376.0,Grants,Department of Health and Human Services,National Institutes of Health,93.17200000000001,Human Genome Research,2014,Prime
2014-04-09,9C681CD5-12F0-21B8-D8CB-5B83C4136D8C,NNX12AK38G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,111767.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2014-04-09,DD199F1D-7BFE-48D2-6C47-87212C4A988E,1321474,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,275005.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-09,0132B593-C8CE-E7DA-E509-6655D63F863A,U01HL103629,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,2264827.0,Grants,Department of Health and Human Services,National Institutes of Health,93.837,Cardiovascular Diseases Research,2014,Prime
2014-04-09,78C77DE3-2A2E-E5A0-462C-675FC458B2F9,1201755,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,168626.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-09,E1DD66CA-F958-F626-3243-23F18367552A,HR00111220005,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,130000.0,Grants,Department of Defense,Department of Defense,12.91,Research and Technology Development,2014,Prime
2014-04-09,30583CFE-2DCD-5BFF-D7A4-7CA179810E74,1208164,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,125903.0,Grants,National Science Foundation,National Science Foundation,47.078,Polar Programs,2014,Prime
2014-04-09,78110E91-5CAD-9F4F-150A-B22963B1693D,R01AI039642,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,366847.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
